web-scraper-order,web-scraper-start-url,pagination,name,provider,image-src,link,link-href,rating,review-count
"1668874348-44502","https://www.futurelearn.com/subjects/language-courses","","Norwegian for Beginners 1","Norwegian University of Science and Technology (NTNU)","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Norwegian University of Science and Technology (NTNU)Norwegian for Beginners 14.7 (149 reviews)4 weeks5 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/norwegian-for-beginners","4.7","149"
"1668874357-44503","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Intermediate and Advanced Javascript","Packt & FutureLearn","https://ugc.futurelearn.com/uploads/images/90/d6/thumbnail_90d69399-714f-49d7-89b7-1851681210e1.jpg","Packt & FutureLearnNewIntermediate and Advanced Javascript4 weeks3 hrs per weekPremium course","https://www.futurelearn.com/courses/intermediate-and-advanced-javascript","null","null"
"1668874357-44504","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Neurociencia y Metaverso","Universidad Pontificia Bolivariana","https://ugc.futurelearn.com/uploads/images/59/42/thumbnail_5942296d-c569-4d51-a750-c9f87d628e7b.jpg","Universidad Pontificia BolivarianaNewNeurociencia y Metaverso4 weeks3 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/neurociencia-y-metaverso","null","null"
"1668874357-44505","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","An Introduction to Computer Networking for Teachers","Raspberry Pi Foundation & National Centre for Computing Education","https://ugc.futurelearn.com/uploads/images/dd/6a/thumbnail_dd6a246e-91e0-40b3-bad5-2884b808c5e2.jpg","Raspberry Pi Foundation & National Centre for Computing EducationAn Introduction to Computer Networking for Teachers4.7 (111 reviews)3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/introduction-to-networking","4.7","111"
"1668874357-44506","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Computer Programming for Everyone","University of Leeds & Institute of Coding","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","University of Leeds & Institute of CodingComputer Programming for Everyone4.7 (868 reviews)2 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/computer-programming-for-everyone","4.7","868"
"1668874357-44507","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Improving Computing Classroom Practice Through Action Research","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationImproving Computing Classroom Practice Through Action Research4.9 (11 reviews)3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/improving-computing-classroom-practice-through-action-research","4.9","11"
"1668874357-44508","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Introduction to JavaScript","Packt & FutureLearn","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Packt & FutureLearnNewIntroduction to JavaScript4 weeks3 hrs per weekPremium course","https://www.futurelearn.com/courses/introduction-to-javascript-1","null","null"
"1668874357-44509","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Introduction to Programming with Scratch","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationIntroduction to Programming with Scratch4.9 (14 reviews)4 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/introduction-to-programming-with-scratch","4.9","14"
"1668874357-44510","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Programming 101: An Introduction to Python for Educators","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationProgramming 101: An Introduction to Python for Educators4.8 (329 reviews)4 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/programming-101","4.8","329"
"1668874357-44511","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Programming with GUIs","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationProgramming with GUIs4.6 (54 reviews)3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/programming-with-guis","4.6","54"
"1668874357-44512","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Teaching Data and Information to 5- to 11-year-olds","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationTeaching Data and Information to 5- to 11-year-olds3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/teaching-data-information-to-5-to-11-year-olds","null","null"
"1668874357-44513","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Understanding Computer Systems","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationUnderstanding Computer Systems4.7 (66 reviews)3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/computer-systems","4.7","66"
"1668874357-44514","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Agile and Continuous Workflows in Localization","Lokalise Academy","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Lokalise AcademyNewAgile and Continuous Workflows in Localization2 weeks3 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/agile-workflows-in-localization","null","null"
"1668874357-44515","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Doing Business in Web3","RMIT University, RMIT University Digital3 & RMIT Blockchain Innovation Hub","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","RMIT University, RMIT University Digital3 & RMIT Blockchain Innovation HubNewDoing Business in Web36 weeks4 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/doing-business-in-web3","null","null"
"1668874357-44516","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Get ready for a Masters in Data Science and AI","Coventry University","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Coventry UniversityGet ready for a Masters in Data Science and AI4.7 (38 reviews)2 weeks6 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/data-science-artificial-intelligence","4.7","38"
"1668874357-44517","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Introduction to AI Applications in Pulmonary Medicine","Taipei Medical University","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Taipei Medical UniversityNewIntroduction to AI Applications in Pulmonary Medicine4 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/introduction-to-ai-applications-in-pulmonary-medicine","null","null"
"1668874357-44518","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Cybercrime Prevention and Protection","University of Liverpool","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","University of LiverpoolNewCybercrime Prevention and Protection3.2 (5 reviews)4 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/cybercrime-prevention-and-protection","3.2","5"
"1668874357-44519","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","How to Implement Industry 4.0 Technologies","RMIT University & Siemens","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","RMIT University & SiemensHow to Implement Industry 4.0 Technologies3 weeks3 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/how-to-implement-industry-technologies","null","null"
"1668874357-44520","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Begin Robotics","University of Reading","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","University of ReadingBegin Robotics4.6 (49 reviews)4 weeks3 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/begin-robotics","4.6","49"
"1668874357-44521","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Digital Skills: Artificial Intelligence","Accenture","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","AccentureDigital Skills: Artificial Intelligence4.7 (1561 reviews)3 weeks2 hrs per weekFree digital upgrade","https://www.futurelearn.com/courses/artificial-intelligence","4.7","1561"
"1668874357-44522","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Digital Skills: Digital Skills for Work and Life","Accenture","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","AccentureDigital Skills: Digital Skills for Work and Life4.7 (877 reviews)2 weeks1 hr per weekFree digital upgrade","https://www.futurelearn.com/courses/digital-skills-for-work-and-life","4.7","877"
"1668874357-44523","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Digital Skills: Mobile","Accenture","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","AccentureDigital Skills: Mobile4.6 (228 reviews)3 weeks2 hrs per weekFree digital upgrade","https://www.futurelearn.com/courses/digital-skills-mobile","4.6","228"
"1668874357-44524","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Digital Skills: Social Media","Accenture","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","AccentureDigital Skills: Social Media4.7 (1264 reviews)2 weeks1 hr per weekFree digital upgrade","https://www.futurelearn.com/courses/digital-skills-social-media","4.7","1264"
"1668874357-44525","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Digital Skills: User Experience","Accenture","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","AccentureDigital Skills: User Experience4.7 (1127 reviews)3 weeks2 hrs per weekFree digital upgrade","https://www.futurelearn.com/courses/digital-skills-user-experience","4.7","1127"
"1668874357-44526","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","How Computers Work: Demystifying Computation","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationHow Computers Work: Demystifying Computation4.6 (86 reviews)4 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/how-computers-work","4.6","86"
"1668874357-44527","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Introduction to Cybersecurity for Teachers","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationIntroduction to Cybersecurity for Teachers4.8 (128 reviews)3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/teaching-cybersecurity","4.8","128"
"1668874357-44528","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Introduction to Databases and SQL","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationIntroduction to Databases and SQL4.7 (175 reviews)3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/introduction-to-databases-and-sql","4.7","175"
"1668874357-44529","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Introduction to Machine Learning and AI","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationIntroduction to Machine Learning and AI5.0 (26 reviews)4 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/introduction-to-machine-learning","5.0","26"
"1668874357-44530","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Introduction to Web Development","Raspberry Pi Foundation & National Centre for Computing Education","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Raspberry Pi Foundation & National Centre for Computing EducationIntroduction to Web Development4.7 (154 reviews)3 weeks2 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/introduction-to-web-development","4.7","154"
"1668874357-44531","https://www.futurelearn.com/subjects/it-and-computer-science-courses","","Migrating to the AWS Cloud","AWS Training and Certification","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","AWS Training and CertificationNewMigrating to the AWS Cloud4 weeks4 hrs per weekIncluded in Unlimited","https://www.futurelearn.com/courses/aws-cloud-migration","null","null"
